country,iso_alpha3,region,sub_region,year,avg_sea_level_change_rate,avg_sea_level_change_value,pop_hi_tide,pop_coast_flood
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2020,3.8,44,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2030,4,84,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2040,4.6,128,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2050,5.3,186,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2060,5.8,240,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2070,6.3,301,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2080,7,370,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2090,8,441,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2100,8,526,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2110,7.3,601,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2120,7.3,674,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2130,7.2,746,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2140,7,818,NA,NA
Japan:Fukue Jima,JPN,Asia,Eastern Asia,2150,6.9,888,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2020,5.18,58.75,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2030,5.42,112.75,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2040,5.89,170.38,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2050,6.44,239.38,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2060,7.2,304.38,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2070,8.09,383.06,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2080,8.84,469.31,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2090,8.98,559.44,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2100,8.78,648.69,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2110,8.64,733.13,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2120,8.51,818.5,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2130,8.41,903.19,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2140,8.3,986.94,NA,NA
Japan:Hokkaido,JPN,Asia,Eastern Asia,2150,8.17,1069.13,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2020,4.9,60.95,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2030,5.02,112.36,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2040,5.59,164.78,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2050,6.37,233.31,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2060,6.84,297.34,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2070,7.43,369.36,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2080,8.26,448.76,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2090,8.86,533.39,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2100,8.76,623.61,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2110,8.41,708.41,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2120,8.31,791.97,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2130,8.22,874.63,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2140,8.1,956.34,NA,NA
Japan:Honshu,JPN,Asia,Eastern Asia,2150,7.97,1036.64,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2020,4.48,54.63,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2030,4.81,101.75,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2040,5.5,154.25,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2050,6.13,220.63,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2060,6.59,281.63,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2070,7.13,351.63,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2080,7.81,427.13,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2090,8.81,506.63,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2100,8.84,600.5,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2110,8.16,683.63,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2120,8.08,765,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2130,7.96,845.63,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2140,7.86,924.13,NA,NA
Japan:Kyushu,JPN,Asia,Eastern Asia,2150,7.73,1002.13,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2020,5.2,60,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2030,5.3,114,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2040,6,170,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2050,6.9,244,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2060,7.4,314,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2070,7.6,391,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2080,8.2,468,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2090,9.6,554,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2100,9.6,657,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2110,8.8,747,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2120,8.7,834,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2130,8.6,922,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2140,8.5,1007,NA,NA
Japan:Okinawa,JPN,Asia,Eastern Asia,2150,8.3,1092,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2020,4.41,54.9,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2030,4.75,101.6,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2040,5.46,153.3,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2050,6.16,219.8,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2060,6.61,282,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2070,6.95,351.1,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2080,7.66,424.1,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2090,8.61,503,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2100,8.64,593.8,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2110,8.09,676.4,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2120,8,756.6,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2130,7.9,836.5,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2140,7.8,914.6,NA,NA
Japan:Shikoku,JPN,Asia,Eastern Asia,2150,7.65,991.8,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2020,4.15,49,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2030,4.45,93.5,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2040,5.05,140.5,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2050,5.6,203,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2060,6.15,258.5,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2070,6.8,324,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2080,7.5,398.5,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2090,8.25,474,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2100,8.25,560,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2110,7.75,639,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2120,7.6,714.5,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2130,7.55,790,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2140,7.4,865,NA,NA
Japan:Shimono Shima,JPN,Asia,Eastern Asia,2150,7.25,938.5,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2020,4.8,61,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2030,5.3,112,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2040,6.1,170,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2050,6.7,243,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2060,7.2,310,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2070,7.6,384,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2080,8.2,464,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2090,9.4,547,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2100,9.6,649,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2110,8.7,738,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2120,8.6,825,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2130,8.5,911,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2140,8.4,995,NA,NA
Japan:Tanega Shima,JPN,Asia,Eastern Asia,2150,8.3,1078,NA,NA
Jordan,JOR,Asia,Western Asia,2020,4.06,59.29,NA,NA
Jordan,JOR,Asia,Western Asia,2030,4.21,102.29,NA,NA
Jordan,JOR,Asia,Western Asia,2040,4.84,147,NA,NA
Jordan,JOR,Asia,Western Asia,2050,5.47,207,NA,NA
Jordan,JOR,Asia,Western Asia,2060,6.01,263.14,NA,NA
Jordan,JOR,Asia,Western Asia,2070,6.43,327.29,NA,NA
Jordan,JOR,Asia,Western Asia,2080,6.61,395.71,NA,NA
Jordan,JOR,Asia,Western Asia,2090,6.29,460.14,NA,NA
Jordan,JOR,Asia,Western Asia,2100,6.46,521.29,NA,NA
Jordan,JOR,Asia,Western Asia,2110,6.89,586,NA,NA
Jordan,JOR,Asia,Western Asia,2120,6.86,654.86,NA,NA
Jordan,JOR,Asia,Western Asia,2130,6.74,723,NA,NA
Jordan,JOR,Asia,Western Asia,2140,6.64,790,NA,NA
Jordan,JOR,Asia,Western Asia,2150,6.49,855.57,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2020,0.4,32.09,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2030,0.41,62.78,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2040,0.44,94.62,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2050,0.49,134.47,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2060,0.53,171.2,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2070,0.55,212.71,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2080,0.59,255.71,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2090,0.58,300.13,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2100,0.61,341.29,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2110,0.68,380.51,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2120,0.67,429.56,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2130,0.66,477.78,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2140,0.65,525.56,NA,NA
Kazakhstan,KAZ,Asia,Central Asia,2150,0.63,572.02,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2020,1.14,54.67,0.03,0.09
Kenya,KEN,Africa,Sub-Saharan Africa,2030,1.12,103.67,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2040,1.24,149.75,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2050,1.41,213.25,0.03,0.11
Kenya,KEN,Africa,Sub-Saharan Africa,2060,1.53,269.92,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2070,1.72,336.58,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2080,1.87,412.83,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2090,1.93,488.17,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2100,1.92,567.25,0.06,0.14
Kenya,KEN,Africa,Sub-Saharan Africa,2110,1.88,645.33,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2120,1.85,721.25,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2130,1.83,796.42,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2140,1.8,870.67,NA,NA
Kenya,KEN,Africa,Sub-Saharan Africa,2150,1.76,943.67,NA,NA
Kuwait,KWT,Asia,Western Asia,2020,4.2,52,NA,NA
Kuwait,KWT,Asia,Western Asia,2030,4.3,96,NA,NA
Kuwait,KWT,Asia,Western Asia,2040,4.3,140,NA,NA
Kuwait,KWT,Asia,Western Asia,2050,4.5,191,NA,NA
Kuwait,KWT,Asia,Western Asia,2060,5.2,236,NA,NA
Kuwait,KWT,Asia,Western Asia,2070,5.8,293,NA,NA
Kuwait,KWT,Asia,Western Asia,2080,6.3,356,NA,NA
Kuwait,KWT,Asia,Western Asia,2090,6.2,419,NA,NA
Kuwait,KWT,Asia,Western Asia,2100,6.2,480,NA,NA
Kuwait,KWT,Asia,Western Asia,2110,6.4,540,NA,NA
Kuwait,KWT,Asia,Western Asia,2120,6.4,605,NA,NA
Kuwait,KWT,Asia,Western Asia,2130,6.2,668,NA,NA
Kuwait,KWT,Asia,Western Asia,2140,6.2,731,NA,NA
Kuwait,KWT,Asia,Western Asia,2150,6.1,792,NA,NA
Laos,LAO,Asia,South-eastern Asia,2020,1.7,44.89,NA,NA
Laos,LAO,Asia,South-eastern Asia,2030,1.88,84.78,NA,NA
Laos,LAO,Asia,South-eastern Asia,2040,2.23,130.22,NA,NA
Laos,LAO,Asia,South-eastern Asia,2050,2.57,191.56,NA,NA
Laos,LAO,Asia,South-eastern Asia,2060,2.83,249.44,NA,NA
Laos,LAO,Asia,South-eastern Asia,2070,2.94,316,NA,NA
Laos,LAO,Asia,South-eastern Asia,2080,3.18,382.78,NA,NA
Laos,LAO,Asia,South-eastern Asia,2090,3.74,457.11,NA,NA
Laos,LAO,Asia,South-eastern Asia,2100,3.78,548.67,NA,NA
Laos,LAO,Asia,South-eastern Asia,2110,3.4,624,NA,NA
Laos,LAO,Asia,South-eastern Asia,2120,3.35,699.22,NA,NA
Laos,LAO,Asia,South-eastern Asia,2130,3.31,772.89,NA,NA
Laos,LAO,Asia,South-eastern Asia,2140,3.25,846,NA,NA
Laos,LAO,Asia,South-eastern Asia,2150,3.2,918.11,NA,NA
Latvia,LVA,Europe,Northern Europe,2020,4.4,69.7,0.01,0.02
Latvia,LVA,Europe,Northern Europe,2030,4.8,116,NA,NA
Latvia,LVA,Europe,Northern Europe,2040,5.49,171.3,NA,NA
Latvia,LVA,Europe,Northern Europe,2050,5.5,235.6,0.01,0.02
Latvia,LVA,Europe,Northern Europe,2060,5.24,289.1,NA,NA
Latvia,LVA,Europe,Northern Europe,2070,5.31,344.6,NA,NA
Latvia,LVA,Europe,Northern Europe,2080,5.38,402.3,NA,NA
Latvia,LVA,Europe,Northern Europe,2090,6.98,458.5,NA,NA
Latvia,LVA,Europe,Northern Europe,2100,7.66,550.1,0.02,0.03
Latvia,LVA,Europe,Northern Europe,2110,6.69,593.1,NA,NA
Latvia,LVA,Europe,Northern Europe,2120,6.61,659.8,NA,NA
Latvia,LVA,Europe,Northern Europe,2130,6.53,725.7,NA,NA
Latvia,LVA,Europe,Northern Europe,2140,6.42,790.6,NA,NA
Latvia,LVA,Europe,Northern Europe,2150,6.33,854.3,NA,NA
Lebanon,LBN,Asia,Western Asia,2020,4.3,62,0,0
Lebanon,LBN,Asia,Western Asia,2030,4.4,108,NA,NA
Lebanon,LBN,Asia,Western Asia,2040,5,154,NA,NA
Lebanon,LBN,Asia,Western Asia,2050,5.7,216,0,0.01
Lebanon,LBN,Asia,Western Asia,2060,6.2,274,NA,NA
Lebanon,LBN,Asia,Western Asia,2070,6.6,340,NA,NA
Lebanon,LBN,Asia,Western Asia,2080,6.7,410,NA,NA
Lebanon,LBN,Asia,Western Asia,2090,6.6,476,NA,NA
Lebanon,LBN,Asia,Western Asia,2100,6.8,542,0.01,0.02
Lebanon,LBN,Asia,Western Asia,2110,7.1,608,NA,NA
Lebanon,LBN,Asia,Western Asia,2120,7,678,NA,NA
Lebanon,LBN,Asia,Western Asia,2130,7,748,NA,NA
Lebanon,LBN,Asia,Western Asia,2140,6.8,818,NA,NA
Lebanon,LBN,Asia,Western Asia,2150,6.8,886,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2020,4.3,52,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2030,4.5,98,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2040,5.1,144.67,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2050,5.77,209,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2060,6.4,265.67,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2070,6.97,334.67,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2080,7.5,408,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2090,7.93,482.67,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2100,7.97,563,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2110,7.77,645.67,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2120,7.63,723,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2130,7.57,799,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2140,7.4,874.33,NA,NA
Lesotho,LSO,Africa,Sub-Saharan Africa,2150,7.3,947.67,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2020,4.47,55.33,0.09,0.16
Liberia,LBR,Africa,Sub-Saharan Africa,2030,4.76,102.22,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2040,5.44,153.78,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2050,6.19,220.44,0.15,0.17
Liberia,LBR,Africa,Sub-Saharan Africa,2060,6.79,282.67,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2070,7.19,355.33,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2080,7.48,429.89,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2090,7.82,504.33,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2100,7.97,584.78,0.19,0.21
Liberia,LBR,Africa,Sub-Saharan Africa,2110,7.87,663.11,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2120,7.76,741.78,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2130,7.67,818.56,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2140,7.52,895.11,NA,NA
Liberia,LBR,Africa,Sub-Saharan Africa,2150,7.38,969.67,NA,NA
Libya,LBY,Africa,Northern Africa,2020,1.42,63.58,0.04,0.04
Libya,LBY,Africa,Northern Africa,2030,1.49,107.2,NA,NA
Libya,LBY,Africa,Northern Africa,2040,1.77,153.12,NA,NA
Libya,LBY,Africa,Northern Africa,2050,2.05,217.44,0.05,0.06
Libya,LBY,Africa,Northern Africa,2060,2.18,276.74,NA,NA
Libya,LBY,Africa,Northern Africa,2070,2.31,343.46,NA,NA
Libya,LBY,Africa,Northern Africa,2080,2.35,413.42,NA,NA
Libya,LBY,Africa,Northern Africa,2090,2.33,480.58,NA,NA
Libya,LBY,Africa,Northern Africa,2100,2.42,548.94,0.09,0.09
Libya,LBY,Africa,Northern Africa,2110,2.5,615.6,NA,NA
Libya,LBY,Africa,Northern Africa,2120,2.46,687.6,NA,NA
Libya,LBY,Africa,Northern Africa,2130,2.44,758.44,NA,NA
Libya,LBY,Africa,Northern Africa,2140,2.4,828.2,NA,NA
Libya,LBY,Africa,Northern Africa,2150,2.36,897.16,NA,NA
Lithuania,LTU,Europe,Northern Europe,2020,4.85,77.2,0.01,0.02
Lithuania,LTU,Europe,Northern Europe,2030,5.25,128.1,NA,NA
Lithuania,LTU,Europe,Northern Europe,2040,6,187.8,NA,NA
Lithuania,LTU,Europe,Northern Europe,2050,6.08,257.4,0.02,0.02
Lithuania,LTU,Europe,Northern Europe,2060,5.85,316.7,NA,NA
Lithuania,LTU,Europe,Northern Europe,2070,5.95,378,NA,NA
Lithuania,LTU,Europe,Northern Europe,2080,6.02,441.5,NA,NA
Lithuania,LTU,Europe,Northern Europe,2090,7.47,503.7,NA,NA
Lithuania,LTU,Europe,Northern Europe,2100,8.14,599.1,0.02,0.02
Lithuania,LTU,Europe,Northern Europe,2110,7.22,648.9,NA,NA
Lithuania,LTU,Europe,Northern Europe,2120,7.17,721.1,NA,NA
Lithuania,LTU,Europe,Northern Europe,2130,7.08,792.6,NA,NA
Lithuania,LTU,Europe,Northern Europe,2140,6.97,863.3,NA,NA
Lithuania,LTU,Europe,Northern Europe,2150,6.86,932.7,NA,NA
Luxembourg,LUX,Europe,Western Europe,2020,4.8,76,NA,NA
Luxembourg,LUX,Europe,Western Europe,2030,5.1,128,NA,NA
Luxembourg,LUX,Europe,Western Europe,2040,6,183,NA,NA
Luxembourg,LUX,Europe,Western Europe,2050,6.8,257,NA,NA
Luxembourg,LUX,Europe,Western Europe,2060,6.7,325,NA,NA
Luxembourg,LUX,Europe,Western Europe,2070,6.8,395,NA,NA
Luxembourg,LUX,Europe,Western Europe,2080,6.8,468,NA,NA
Luxembourg,LUX,Europe,Western Europe,2090,7.4,537,NA,NA
Luxembourg,LUX,Europe,Western Europe,2100,7.8,622,NA,NA
Luxembourg,LUX,Europe,Western Europe,2110,7.6,678,NA,NA
Luxembourg,LUX,Europe,Western Europe,2120,7.5,754,NA,NA
Luxembourg,LUX,Europe,Western Europe,2130,7.4,828,NA,NA
Luxembourg,LUX,Europe,Western Europe,2140,7.2,901,NA,NA
Luxembourg,LUX,Europe,Western Europe,2150,7.2,973,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2020,4.27,50.8,0.07,0.14
Madagascar,MDG,Africa,Sub-Saharan Africa,2030,4.33,96.39,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2040,4.8,140.88,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2050,5.45,201.65,0.09,0.19
Madagascar,MDG,Africa,Sub-Saharan Africa,2060,6.23,255.35,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2070,7.07,324.92,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2080,7.56,399.65,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2090,8.04,474.55,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2100,8.08,557.06,0.22,0.36
Madagascar,MDG,Africa,Sub-Saharan Africa,2110,7.7,637.94,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2120,7.6,714.41,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2130,7.48,789.96,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2140,7.36,864.39,NA,NA
Madagascar,MDG,Africa,Sub-Saharan Africa,2150,7.21,937.73,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2020,0.44,53,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2030,0.45,99,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2040,0.5,144,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2050,0.57,208,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2060,0.64,264,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2070,0.72,334,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2080,0.76,410,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2090,0.81,484,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2100,0.82,570,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2110,0.77,650,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2120,0.77,728,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2130,0.75,803,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2140,0.74,878,NA,NA
Malawi,MWI,Africa,Sub-Saharan Africa,2150,0.73,952,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2020,3.63,45.25,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2030,4.06,83.81,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2040,4.85,129.31,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2050,5.59,189.13,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2060,6.43,246.06,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2070,6.88,316.81,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2080,7.24,386.44,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2090,7.95,460.31,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2100,7.99,544.31,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2110,7.56,620.06,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2120,7.46,695.44,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2130,7.36,769.38,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2140,7.22,842.63,NA,NA
Malaysia:Malay Penninsula,MYS,Asia,South-eastern Asia,2150,7.09,914.5,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2020,3.61,46.36,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2030,4.03,85.29,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2040,4.82,130,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2050,5.61,191.43,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2060,6.39,247.64,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2070,6.89,318.36,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2080,7.19,388.64,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2090,8.13,461.43,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2100,8.21,548.14,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2110,7.59,625.71,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2120,7.49,701.21,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2130,7.39,776,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2140,7.26,849.21,NA,NA
Malaysia:Sarawak,MYS,Asia,South-eastern Asia,2150,7.11,921.43,NA,NA
Marshall Islands,MHL,Oceania,Micronesia,2020,4.8,60,NA,NA
Marshall Islands,MHL,Oceania,Micronesia,2030,5.2,111,NA,NA
Marshall Islands,MHL,Oceania,Micronesia,2040,6.2,168,NA,NA
Marshall Islands,MHL,Oceania,Micronesia,2050,7,244,NA,NA
Marshall Islands,MHL,Oceania,Micronesia,2060,7.8,313,NA,NA
Marshall Islands,MHL,Oceania,Micronesia,2070,8.6,398,NA,NA
