country,iso_alpha3,region,sub_region,year,avg_sea_level_change_rate,avg_sea_level_change_value,pop_hi_tide,pop_coast_flood
Armenia,ARM,Asia,Western Asia,2120,3.87,538.5,NA,NA
Armenia,ARM,Asia,Western Asia,2130,3.8,596,NA,NA
Armenia,ARM,Asia,Western Asia,2140,3.73,652.5,NA,NA
Armenia,ARM,Asia,Western Asia,2150,3.67,708.5,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2020,1.78,48.23,0.07,0.16
Australia,AUS,Oceania,Australia and New Zealand,2030,2,87.62,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2040,2.41,134.12,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2050,2.75,195.58,0.1,0.21
Australia,AUS,Oceania,Australia and New Zealand,2060,3.15,252.01,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2070,3.4,322.98,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2080,3.53,394.17,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2090,3.85,465.91,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2100,3.88,548.57,0.22,0.4
Australia,AUS,Oceania,Australia and New Zealand,2110,3.67,625.97,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2120,3.63,700.64,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2130,3.57,774.29,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2140,3.51,846.92,NA,NA
Australia,AUS,Oceania,Australia and New Zealand,2150,3.45,918.15,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2020,4.3,59,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2030,4.6,104,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2040,5.4,156,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2050,6.1,222,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2060,6.8,283,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2070,7.3,357,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2080,7.7,432,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2090,8.5,510,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2100,8.5,599,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2110,8,684,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2120,8,763,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2130,7.8,842,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2140,7.8,920,NA,NA
Australia:Kangaroo Island,AUS,Oceania,Australia and New Zealand,2150,7.6,996,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2020,3.4,46,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2030,3.7,83,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2040,4.4,124,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2050,5.2,180,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2060,6,233,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2070,6.3,298,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2080,6.8,363,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2090,7.6,432,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2100,7.6,510,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2110,7.1,586,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2120,7,657,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2130,6.9,727,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2140,6.8,796,NA,NA
Australia:King Island,AUS,Oceania,Australia and New Zealand,2150,6.6,863,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2020,3.66,48.8,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2030,3.91,88.1,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2040,4.6,130.4,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2050,5.33,189.3,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2060,6.05,241.6,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2070,6.52,307.7,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2080,6.7,374.6,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2090,7.43,439.1,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2100,7.63,518.1,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2110,7.17,596.5,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2120,7.12,667.9,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2130,6.97,739.2,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2140,6.87,808.1,NA,NA
Australia:Tasmania,AUS,Oceania,Australia and New Zealand,2150,6.75,876.7,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2020,3.6,47,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2030,3.8,86,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2040,4.5,127,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2050,5.2,184,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2060,6,235,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2070,6.5,301,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2080,6.7,368,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2090,7.3,432,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2100,7.4,508,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2110,7.1,584,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2120,7,655,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2130,6.9,725,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2140,6.8,794,NA,NA
Australia:Tasmania:Flinders Island,AUS,Oceania,Australia and New Zealand,2150,6.6,861,NA,NA
Austria,AUT,Europe,Western Europe,2020,2.37,55.88,NA,NA
Austria,AUT,Europe,Western Europe,2030,2.28,94.13,NA,NA
Austria,AUT,Europe,Western Europe,2040,2.53,128.13,NA,NA
Austria,AUT,Europe,Western Europe,2050,3.13,177.63,NA,NA
Austria,AUT,Europe,Western Europe,2060,3.6,228.38,NA,NA
Austria,AUT,Europe,Western Europe,2070,3.98,289.38,NA,NA
Austria,AUT,Europe,Western Europe,2080,3.93,352.5,NA,NA
Austria,AUT,Europe,Western Europe,2090,3.52,411,NA,NA
Austria,AUT,Europe,Western Europe,2100,3.68,464.25,NA,NA
Austria,AUT,Europe,Western Europe,2110,4.02,508.63,NA,NA
Austria,AUT,Europe,Western Europe,2120,3.97,569.5,NA,NA
Austria,AUT,Europe,Western Europe,2130,3.92,628.63,NA,NA
Austria,AUT,Europe,Western Europe,2140,3.84,687.13,NA,NA
Austria,AUT,Europe,Western Europe,2150,3.76,743.63,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2020,2.56,28.75,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2030,2.74,56.5,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2040,3.06,86.75,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2050,3.38,125,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2060,3.63,159.13,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2070,3.81,198.5,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2080,4.08,239,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2090,4.25,281.63,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2100,4.56,325.5,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2110,4.78,366.25,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2120,4.73,414.25,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2130,4.65,460.63,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2140,4.54,506.75,NA,NA
Azerbaijan,AZE,Asia,Western Asia,2150,4.43,551.25,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2020,2.4,25,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2030,2.6,51,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2040,2.8,80,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2050,3,116,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2060,3.2,145,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2070,3.4,179,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2080,3.5,215,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2090,4,252,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2100,4.3,295,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2110,4.4,332,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2120,4.4,376,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2130,4.2,418,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2140,4.2,460,NA,NA
Azerbaijan:Nakhchivan,AZE,Asia,Western Asia,2150,4,501,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2020,1.97,37.25,9.3,28
Bangladesh,BGD,Asia,Southern Asia,2030,2.25,71,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2040,2.66,112.38,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2050,3.03,164.25,18,42
Bangladesh,BGD,Asia,Southern Asia,2060,3.52,215.13,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2070,3.81,279,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2080,4,341.5,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2090,4.32,409.13,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2100,4.32,481.75,39,63
Bangladesh,BGD,Asia,Southern Asia,2110,4.15,547.25,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2120,4.08,613.88,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2130,4.03,679.63,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2140,3.96,745,NA,NA
Bangladesh,BGD,Asia,Southern Asia,2150,3.91,809,NA,NA
Belarus,BLR,Europe,Eastern Europe,2020,0.34,75.5,NA,NA
Belarus,BLR,Europe,Eastern Europe,2030,0.38,125,NA,NA
Belarus,BLR,Europe,Eastern Europe,2040,0.43,188,NA,NA
Belarus,BLR,Europe,Eastern Europe,2050,0.43,257,NA,NA
Belarus,BLR,Europe,Eastern Europe,2060,0.43,315,NA,NA
Belarus,BLR,Europe,Eastern Europe,2070,0.44,380,NA,NA
Belarus,BLR,Europe,Eastern Europe,2080,0.42,443,NA,NA
Belarus,BLR,Europe,Eastern Europe,2090,0.52,503.5,NA,NA
Belarus,BLR,Europe,Eastern Europe,2100,0.57,596.5,NA,NA
Belarus,BLR,Europe,Eastern Europe,2110,0.52,648,NA,NA
Belarus,BLR,Europe,Eastern Europe,2120,0.51,720.5,NA,NA
Belarus,BLR,Europe,Eastern Europe,2130,0.51,792,NA,NA
Belarus,BLR,Europe,Eastern Europe,2140,0.5,863,NA,NA
Belarus,BLR,Europe,Eastern Europe,2150,0.49,932,NA,NA
Belgium,BEL,Europe,Western Europe,2020,4.68,75.17,0.08,0.16
Belgium,BEL,Europe,Western Europe,2030,4.95,124.33,NA,NA
Belgium,BEL,Europe,Western Europe,2040,5.87,179,NA,NA
Belgium,BEL,Europe,Western Europe,2050,6.6,250.67,0.09,0.18
Belgium,BEL,Europe,Western Europe,2060,6.62,317.17,NA,NA
Belgium,BEL,Europe,Western Europe,2070,6.62,386.17,NA,NA
Belgium,BEL,Europe,Western Europe,2080,6.67,457,NA,NA
Belgium,BEL,Europe,Western Europe,2090,7.17,525.17,NA,NA
Belgium,BEL,Europe,Western Europe,2100,7.57,609.83,0.12,0.29
Belgium,BEL,Europe,Western Europe,2110,7.37,661.17,NA,NA
Belgium,BEL,Europe,Western Europe,2120,7.25,734.33,NA,NA
Belgium,BEL,Europe,Western Europe,2130,7.17,806.83,NA,NA
Belgium,BEL,Europe,Western Europe,2140,7.05,878.5,NA,NA
Belgium,BEL,Europe,Western Europe,2150,6.97,948.67,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2020,8,106,0,0
Belize,BLZ,Americas,Latin America and the Caribbean,2030,8.3,189,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2040,9,276.5,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2050,9.5,378.5,0,0
Belize,BLZ,Americas,Latin America and the Caribbean,2060,10.1,474,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2070,10.4,579,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2080,10.65,686,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2090,10.8,792,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2100,11.1,902,0.02,0.02
Belize,BLZ,Americas,Latin America and the Caribbean,2110,11.15,1012,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2120,11.1,1123,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2130,10.95,1234,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2140,10.9,1343,NA,NA
Belize,BLZ,Americas,Latin America and the Caribbean,2150,10.7,1451,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2020,1.5,56.67,0.37,0.42
Benin,BEN,Africa,Sub-Saharan Africa,2030,1.62,104.33,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2040,1.84,157,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2050,2.04,223.67,0.4,0.46
Benin,BEN,Africa,Sub-Saharan Africa,2060,2.2,284.33,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2070,2.34,354.67,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2080,2.42,427.33,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2090,2.53,500,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2100,2.6,577.67,0.53,0.64
Benin,BEN,Africa,Sub-Saharan Africa,2110,2.58,655.33,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2120,2.54,732,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2130,2.51,807.67,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2140,2.48,882.67,NA,NA
Benin,BEN,Africa,Sub-Saharan Africa,2150,2.41,956.67,NA,NA
Bermuda,BMU,Americas,Northern America,2020,3.8,66,NA,NA
Bermuda,BMU,Americas,Northern America,2030,3.9,108,NA,NA
Bermuda,BMU,Americas,Northern America,2040,4.6,150,NA,NA
Bermuda,BMU,Americas,Northern America,2050,5.4,210,NA,NA
Bermuda,BMU,Americas,Northern America,2060,6.1,266,NA,NA
Bermuda,BMU,Americas,Northern America,2070,6.6,332,NA,NA
Bermuda,BMU,Americas,Northern America,2080,6.9,402,NA,NA
Bermuda,BMU,Americas,Northern America,2090,7.7,472,NA,NA
Bermuda,BMU,Americas,Northern America,2100,7.8,560,NA,NA
Bermuda,BMU,Americas,Northern America,2110,7.3,622,NA,NA
Bermuda,BMU,Americas,Northern America,2120,7.2,695,NA,NA
Bermuda,BMU,Americas,Northern America,2130,7.1,766,NA,NA
Bermuda,BMU,Americas,Northern America,2140,7,837,NA,NA
Bermuda,BMU,Americas,Northern America,2150,6.8,905,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2020,0.26,29,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2030,0.28,57.44,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2040,0.35,89.22,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2050,0.43,139,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2060,0.49,183,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2070,0.55,238,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2080,0.62,299.11,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2090,0.64,364.89,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2100,0.61,425.89,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2110,0.61,493.44,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2120,0.6,555.67,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2130,0.59,616.56,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2140,0.58,676.56,NA,NA
Bolivia,BOL,Americas,Latin America and the Caribbean,2150,0.56,735.56,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2020,3.69,55.71,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2030,3.59,95.43,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2040,4.21,131.86,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2050,5.19,187.29,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2060,5.71,242,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2070,6.23,303.71,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2080,6.37,370.86,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2090,5.94,435,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2100,6.06,494.29,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2110,6.43,546.43,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2120,6.39,610.57,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2130,6.26,673.86,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2140,6.19,736.43,NA,NA
Bosnia and Herzegovina,BIH,Europe,Southern Europe,2150,6.07,797.71,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2020,0.87,51.31,0.77,1.2
Brazil,BRA,Americas,Latin America and the Caribbean,2030,0.94,95.36,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2040,1.11,143.7,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2050,1.27,209.29,0.95,1.4
Brazil,BRA,Americas,Latin America and the Caribbean,2060,1.36,269.44,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2070,1.46,337.22,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2080,1.58,410.46,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2090,1.69,486.41,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2100,1.69,568.33,1.5,2.1
Brazil,BRA,Americas,Latin America and the Caribbean,2110,1.63,651.11,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2120,1.61,728.39,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2130,1.59,804.69,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2140,1.56,880.02,NA,NA
Brazil,BRA,Americas,Latin America and the Caribbean,2150,1.53,954.05,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2020,4.4,54,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2030,4.6,100,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2040,5.4,151,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2050,6.2,218,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2060,6.7,280,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2070,7,350,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2080,7.4,424,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2090,7.9,498,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2100,8,580,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2110,7.8,658,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2120,7.7,737,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2130,7.6,813,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2140,7.5,888,NA,NA
Brazil:Ilha Caviana,BRA,Americas,Latin America and the Caribbean,2150,7.3,962,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2020,4.3,52.5,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2030,4.6,98.5,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2040,5.4,148,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2050,6.1,214,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2060,6.6,275.5,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2070,7,345.5,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2080,7.4,418.5,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2090,7.8,492.5,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2100,7.9,571.5,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2110,7.7,651,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2120,7.6,727,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2130,7.5,803,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2140,7.4,878,NA,NA
Brazil:Ilha de Marajo,BRA,Americas,Latin America and the Caribbean,2150,7.3,951,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2020,3.8,49,0,0
Brunei,BRN,Asia,South-eastern Asia,2030,4.2,90,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2040,5,137,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2050,5.8,200,0,0
Brunei,BRN,Asia,South-eastern Asia,2060,6.6,258,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2070,7,330,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2080,7.4,402,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2090,8.3,478,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2100,8.4,566,0,0.01
Brunei,BRN,Asia,South-eastern Asia,2110,7.8,645,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2120,7.7,723,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2130,7.6,800,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2140,7.5,876,NA,NA
Brunei,BRN,Asia,South-eastern Asia,2150,7.3,950,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2020,3.49,51.46,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2030,3.51,89.15,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2040,4.15,126.08,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2050,5.02,181,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2060,5.53,232.31,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2070,5.95,292.62,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2080,6.15,355.08,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2090,5.51,417.31,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2100,5.52,468,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2110,6.18,518.77,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2120,6.12,580.77,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2130,6.02,641.31,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2140,5.92,701.23,NA,NA
Bulgaria,BGR,Europe,Eastern Europe,2150,5.8,760,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2020,3.21,45.79,0.34,0.63
Cambodia,KHM,Asia,South-eastern Asia,2030,3.61,84.86,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2040,4.25,130,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2050,4.88,189.79,0.46,0.77
Cambodia,KHM,Asia,South-eastern Asia,2060,5.57,246.57,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2070,5.92,316,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2080,6.2,384.36,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2090,7.02,457.64,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2100,7.11,544.07,0.81,1.3
Cambodia,KHM,Asia,South-eastern Asia,2110,6.58,619.86,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2120,6.5,694.29,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2130,6.39,767.86,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2140,6.31,840.64,NA,NA
Cambodia,KHM,Asia,South-eastern Asia,2150,6.18,911.86,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2020,1.17,57.7,0.03,0.06
Cameroon,CMR,Africa,Sub-Saharan Africa,2030,1.27,105.1,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2040,1.47,157.8,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2050,1.63,225,0.05,0.07
Cameroon,CMR,Africa,Sub-Saharan Africa,2060,1.77,287,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2070,1.86,358.4,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2080,1.93,430.7,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2090,2,504,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2100,2.04,580,0.07,0.09
Cameroon,CMR,Africa,Sub-Saharan Africa,2110,2.05,659.3,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2120,2.01,736.4,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2130,2,813,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2140,1.96,888.6,NA,NA
Cameroon,CMR,Africa,Sub-Saharan Africa,2150,1.93,962.8,NA,NA
Canada,CAN,Americas,Northern America,2020,-0.11,-19.34,0.33,0.47
Canada,CAN,Americas,Northern America,2030,0,-20.27,NA,NA
Canada,CAN,Americas,Northern America,2040,0.16,-16.01,NA,NA
Canada,CAN,Americas,Northern America,2050,0.28,-7.78,0.35,0.49
Canada,CAN,Americas,Northern America,2060,0.3,2.53,NA,NA
Canada,CAN,Americas,Northern America,2070,0.17,11.56,NA,NA
